#energy density (MeV/fm^3),  pressure (MeV/fm^3),  baryon density (fm^-3) 
1631.3790440924, 521.5251775075, 1.2668610791
1631.1326174903, 521.3984986197, 1.2667159887
1630.8851141662, 521.2718342368, 1.2665695184
1630.6395518518, 521.1451843589, 1.2664260335
1630.3934700317, 521.0185489864, 1.2662812436
1630.1477973845, 520.8919281194, 1.2661373357
1629.9004003045, 520.765321758, 1.265990897
1629.6553415614, 520.6387299025, 1.2658479611
1629.4072384252, 520.5121525529, 1.265700296
1629.1619395555, 520.3855897096, 1.2655570708
1628.9142992332, 520.2590413727, 1.2654099515
1628.6698429972, 520.1325075424, 1.2652676209
1628.4228029927, 520.0059882187, 1.2651218315
1628.1752263198, 519.8794834021, 1.2649747197
1627.9305144604, 519.7529930925, 1.2648320868
1627.6835380318, 519.6265172902, 1.2646863046
1627.4383636877, 519.5000559955, 1.2645427223
1627.1904318784, 519.3736092083, 1.2643950821
1626.9435220194, 519.2471769289, 1.2642493097
1626.698408145, 519.1207591576, 1.264105732
1626.4517382204, 518.9943558945, 1.2639602498
1626.204104574, 518.8679671398, 1.2638132364
1625.9586745038, 518.7415928936, 1.2636691666
1625.712290849, 518.6152331562, 1.2635239471
1625.4675726883, 518.4888879277, 1.2633810547
1625.2212916418, 518.3625572083, 1.263235879
1624.9744205145, 518.2362409981, 1.2630897212
1624.7281405011, 518.1099392975, 1.2629445309
1624.4821350227, 517.9836521064, 1.262799978
1624.2360848377, 517.8573794253, 1.2626546966
1623.9898131113, 517.7311212541, 1.2625094789
1623.7438890967, 517.6048775931, 1.2623649518
1623.4979055367, 517.4786484425, 1.2622196804
1623.2506883983, 517.3524338025, 1.2620729674
1623.0048459746, 517.2262336731, 1.2619284662
1622.7594109023, 517.1000480547, 1.2617844726
1622.5130728199, 516.9738769474, 1.2616386731
1622.267238694, 516.8477203513, 1.2614941444
1622.0211538627, 516.7215782667, 1.2613489641
1621.773965925, 516.5954506938, 1.2612020594
1621.5295704961, 516.4693376327, 1.2610592109
1621.2829236417, 516.3432390836, 1.2609135961
1621.0375640376, 516.2171550467, 1.2607692522
1620.7910918714, 516.0910855221, 1.2606235124
1620.5439693168, 515.9650305101, 1.2604766011
1620.2978669729, 515.8389900108, 1.2603315547
1620.052891654, 515.7129640245, 1.2601875324
1619.8065057888, 515.5869525512, 1.2600418035
1619.5602184863, 515.4609555913, 1.259896134
1619.31506027, 515.3349731447, 1.2597521761
1619.069542405, 515.2090052118, 1.25960772
1618.8232607936, 515.0830517927, 1.2594620207
1618.5770015357, 514.9571128877, 1.2593163249
1618.3307616766, 514.8311884968, 1.2591706298
1618.0854631364, 514.7052786203, 1.2590260558
1617.8395451492, 514.5793832583, 1.2588813975
1617.5933723198, 514.4535024111, 1.2587357126
1617.3479643555, 514.3276360788, 1.2585912561
1617.1013963108, 514.2017842616, 1.2584450394
1616.8564908873, 514.0759469596, 1.2583011471
1616.609906395, 513.9501241731, 1.2581548974
1616.3645877222, 513.8243159023, 1.2580104543
1616.1185209154, 513.6985221473, 1.2578647852
1615.8732469013, 513.5727429083, 1.2577203488
1615.6279520113, 513.4469781855, 1.2575758949
1615.3814945804, 513.321227979, 1.2574296786
1615.1349294378, 513.1954922891, 1.2572835964
1614.8910718354, 513.069771116, 1.2571408221
1614.644490274, 512.9440644597, 1.2569947069
1614.3993222444, 512.8183723206, 1.256850286
1614.152973977, 512.6926946986, 1.2567040844
1613.9078507086, 512.5670315942, 1.2565596703
1613.660777405, 512.4413830075, 1.2564122469
1613.4162372882, 512.3157489385, 1.2562691406
1613.1709060677, 512.1901293876, 1.2561240812
1612.9244385104, 512.0645243548, 1.255977969
1612.678984793, 511.9389338404, 1.255833031
1612.4336626344, 511.8133578447, 1.2556879448
1612.1868783685, 511.6877963676, 1.2555413393
1611.9435296222, 511.5622494095, 1.255399251
1611.6955482337, 511.4367169703, 1.2552508505
1611.4510573865, 511.3111990506, 1.2551070019
1611.20614962, 511.1856956503, 1.2549626183
1610.9598770463, 511.0602067697, 1.2548165501
1610.7142849279, 510.9347324089, 1.2546709638
1610.4683233172, 510.809272568, 1.2545255498
1610.2227762044, 510.6838272475, 1.2543799705
1609.9777310887, 510.5583964472, 1.254235657
1609.7320586673, 510.4329801676, 1.2540901961
1609.4871166504, 510.3075784087, 1.2539459265
1609.2416164807, 510.1821911707, 1.2538003405
1608.9955362599, 510.0568184538, 1.2536543139
1608.7510757981, 509.9314602582, 1.253510591
1608.5049946302, 509.8061165841, 1.2533645481
1608.2591274764, 509.6807874317, 1.2532184191
1608.0138172415, 509.5554728011, 1.2530735897
1607.7673679062, 509.4301726925, 1.2529270219
1607.5232022907, 509.3048871061, 1.2527832189
1607.2767951513, 509.1796160422, 1.2526366556
1607.0329642564, 509.0543595007, 1.2524935303
1606.7877818122, 508.9291174821, 1.2523487345
1606.5414394565, 508.8038899863, 1.2522021792
1606.2968893453, 508.6786770137, 1.2520578185
1606.0505892397, 508.5534785644, 1.2519112677
1605.805188644, 508.4282946386, 1.251765819
1605.5596874116, 508.3031252366, 1.2516201416
1605.3162181372, 508.1779703582, 1.2514776469
1605.0699655702, 508.0528300039, 1.2513310896
1604.8234885827, 507.927704174, 1.251183909
1604.579703393, 507.8025928683, 1.2510409211
1604.333250508, 507.6774960873, 1.2508937261
1604.0894704417, 507.5524138309, 1.2507507271
1603.8445281242, 507.4273460996, 1.2506059665
1603.5971717491, 507.3022928934, 1.2504576314
1603.3543696335, 507.1772542125, 1.2503157541
1603.1090567366, 507.0522300571, 1.2501704662
1602.8622374666, 506.9272204274, 1.2500227129
1602.6178648842, 506.8022253235, 1.249878527
1602.3725588431, 506.6772447457, 1.2497332102
1602.1277901557, 506.5522786941, 1.2495884909
1601.8810801923, 506.4273271691, 1.2494407715
1601.6389358697, 506.3023901706, 1.2492998327
1601.3930509737, 506.1774676987, 1.2491533599
1601.1464858089, 506.0525597538, 1.2490063877
1600.9036132953, 505.9276663363, 1.248863893
1600.6577567733, 505.8027874458, 1.2487174131
1600.4112568565, 505.6779230829, 1.2485704492
1600.1667539093, 505.5530732479, 1.2484256075
1599.9216869452, 505.4282379406, 1.2482803404
1599.6773852311, 505.3034171614, 1.2481363003
1599.4311220429, 505.1786109105, 1.2479892397
1599.1875104287, 505.053819188, 1.247845673
1598.9403803024, 504.9290419941, 1.2476975062
1598.6975320183, 504.804279329, 1.2475551455
1598.4507435401, 504.6795311929, 1.2474072946
1598.2078823642, 504.5547975859, 1.2472649039
1597.9609354022, 504.4300785083, 1.2471168248
1597.7167510561, 504.3053739601, 1.246972771
1597.4716162833, 504.1806839418, 1.2468268892
1597.2274926822, 504.0560084533, 1.2466828591
1596.9826680523, 503.9313474949, 1.2465376289
1596.7370844447, 503.8067010668, 1.2463911619
1596.4916609228, 503.682069169, 1.2462454726
1596.2478136545, 503.557451802, 1.2461013642
1596.0025814463, 503.4328489657, 1.2459555717
1595.7579565315, 503.3082606604, 1.2458107362
1595.5141377613, 503.1836868864, 1.2456666209
1595.2681171624, 503.0591276437, 1.2455197605
1595.0234321424, 502.9345829325, 1.2453745394
1594.7790527422, 502.8100527531, 1.2452299849
1594.5344683527, 502.6855371056, 1.2450848055
1594.2889524576, 502.5610359901, 1.2449384962
1594.0443526312, 502.436549407, 1.2447932846
1593.7997971242, 502.3120773563, 1.2446480986
1593.554614154, 502.1876198383, 1.2445024441
1593.3098644753, 502.0631768531, 1.2443569579
1593.0653898706, 501.938748401, 1.244211797
1592.8214571618, 501.814334482, 1.2440679153
1592.5762442354, 501.6899350964, 1.2439215197
1592.3313825555, 501.5655502444, 1.2437758136
1592.0862787939, 501.4411799261, 1.2436301443
1591.8423895581, 501.3168241418, 1.2434855752
1591.5964358809, 501.1924828915, 1.2433388171
1591.3525127986, 501.0681561756, 1.2431941966
1591.1078693601, 500.9438439942, 1.2430489035
1590.8638035141, 500.8195463474, 1.2429043796
1590.6183340194, 500.6952632356, 1.2427574749
1590.3757773896, 500.5709946588, 1.2426153816
1590.1294034202, 500.446740617, 1.2424673541
1589.8845337714, 500.3225011108, 1.2423217491
1589.6405978446, 500.1982761401, 1.2421772605
1589.3967033265, 500.0740657053, 1.2420327951
1589.1515930348, 499.9498698063, 1.2418865357
1588.9063784066, 499.8256884435, 1.2417404087
1588.6632232776, 499.7015216171, 1.2415967592
1588.4186952334, 499.5773693272, 1.2414511047
1588.1734853953, 499.4532315739, 1.2413049468
1587.9289639053, 499.3291083576, 1.2411592823
1587.6838187067, 499.2049996783, 1.2410131514
1587.4408234158, 499.0809055362, 1.2408699119
1587.1954544345, 498.9568259315, 1.2407231411
1586.9524840944, 498.8327608646, 1.2405799108
1586.7066480867, 498.7087103353, 1.2404325545
1586.462525125, 498.584674344, 1.2402875525
1586.2175400433, 498.460652891, 1.2401411016
1585.9742033198, 498.3366459762, 1.2399973274
1585.7291968299, 498.2126536, 1.2398512041
1585.485369853, 498.0886757626, 1.2397061459
1585.2397660997, 497.9647124639, 1.2395595624
1584.9964370638, 497.8407637045, 1.2394150654
1584.7527147447, 497.7168294843, 1.239270731
1584.5078391699, 497.5929098035, 1.2391246438
1584.2629867184, 497.4690046624, 1.2389785605
1584.0179489765, 497.3451140611, 1.238831874
1583.7745915304, 497.2212379998, 1.2386878395
1583.5307149054, 497.0973764787, 1.2385428774
1583.285893794, 496.9735294979, 1.23839677
1583.0416241419, 496.8496970578, 1.2382512763
1582.7976438809, 496.7258791583, 1.2381064304
1582.5534204205, 496.6020757998, 1.2379609445
1582.309162104, 496.4782869824, 1.2378154256
1582.0645302181, 496.3545127063, 1.2376693915
1581.8205999696, 496.2307529717, 1.2375245409
1581.5769205127, 496.1070077788, 1.237379624
1581.3309519484, 495.9832771277, 1.2372319135
1581.088915577, 495.8595610186, 1.2370889394
1580.8444347423, 495.7358594517, 1.2369436356
1580.6005972388, 495.6121724273, 1.2367981078
1580.3566110125, 495.4884999455, 1.2366533623
1580.1114171675, 495.3648420064, 1.2365061571
1579.868269376, 495.2411986102, 1.2363617835
1579.62317775, 495.1175697572, 1.2362152945
1579.3783165737, 494.9939554476, 1.2360687419
1579.1355808592, 494.8703556814, 1.2359250796
1578.8918796994, 494.7467704589, 1.2357802501
1578.6482596238, 494.6231997804, 1.2356354615
1578.4046235265, 494.4996436459, 1.2354906594
1578.1599002522, 494.3761020556, 1.2353437846
1577.9153989313, 494.2525750097, 1.2351978759
1577.671829337, 494.1290625085, 1.2350530829
1577.4278866373, 494.005564552, 1.2349077749
1577.183643481, 493.8820811406, 1.2347617914
1576.9401591783, 493.7586122743, 1.2346170271
1576.6957897984, 493.6351579533, 1.2344711552
1576.4516321413, 493.511718178, 1.2343252006
1576.2081564964, 493.3882929483, 1.2341804087
1575.9635913254, 493.2648822645, 1.2340339064
1575.7197660436, 493.1414861269, 1.2338886036
1575.4757333981, 493.0181045354, 1.2337433712
1575.2321430721, 492.8947374905, 1.2335979899
1574.9888572779, 492.7713849923, 1.2334532717
1574.7434555165, 492.6480470408, 1.2333056556
1574.5013317424, 492.5247236364, 1.233162662
1574.2563249668, 492.4014147791, 1.233015394
1574.0133398172, 492.2781204692, 1.2328712969
1573.7689550705, 492.1548407069, 1.2327248255
1573.5257636578, 492.0315754924, 1.2325801087
1573.2809529807, 491.9083248258, 1.2324330702
1573.0371848817, 491.7850887073, 1.2322879116
1572.7936096491, 491.6618671371, 1.2321426513
1572.5492808203, 491.5386601155, 1.2319961609
1572.306033349, 491.4154676424, 1.2318515673
1572.0629975906, 491.2922897183, 1.2317068917
1571.818566286, 491.1691263432, 1.2315605165
1571.5758424189, 491.0459775173, 1.2314164905
1571.331001186, 490.9228432408, 1.2312695652
1571.0885092449, 490.799723514, 1.2311254587
1570.8437338335, 490.6766183369, 1.2309785613
1570.6007771492, 490.5535277098, 1.2308338706
1570.356952574, 490.4304516328, 1.2306880899
1570.1129630235, 490.3073901062, 1.2305423989
1569.8696577317, 490.1843431301, 1.2303972017
1569.6251849877, 490.0613107048, 1.2302502369
1569.383341314, 489.9382928303, 1.2301074182
1569.1387429078, 489.8152895068, 1.2299605642
1568.895923663, 489.6923007347, 1.2298158994
1568.6507274017, 489.5693265139, 1.2296685807
1568.4084661952, 489.4463668449, 1.2295245165
1568.1650723419, 489.3234217277, 1.2293793911
1567.9194328197, 489.2004911625, 1.2292308207
1567.6786360359, 489.0775751494, 1.229089141
1567.4348561427, 488.9546736887, 1.2289434698
1567.1896827718, 488.8317867805, 1.2287954308
1566.9473863292, 488.7089144251, 1.2286514907
1566.7029939529, 488.5860566226, 1.228504673
1566.4602302623, 488.4632133732, 1.2283601462
1566.2172443186, 488.3403846772, 1.2282150031
1565.97222335, 488.2175705345, 1.2280676908
1565.7299990266, 488.0947709456, 1.2279237488
1565.4864390303, 487.9719859105, 1.2277781449
1565.2438085748, 487.8492154296, 1.2276336558
1564.9997086314, 487.7264595027, 1.2274867436
1564.7560467965, 487.6037181302, 1.227341254
1564.5127274845, 487.4809913124, 1.2271955626
1564.2693011754, 487.3582790494, 1.2270499968
1564.0260290111, 487.2355813413, 1.2269043139
1563.7821360336, 487.1128981883, 1.2267581617
1563.5403424386, 486.9902295908, 1.2266148743
1563.2962481183, 486.8675755486, 1.226468108
1563.0519075315, 486.7449360622, 1.2263210643
1562.8092948972, 486.6223111317, 1.2261766961
1562.5657243493, 486.4997007572, 1.226030498
1562.3231588201, 486.377104939, 1.2258861381
1562.0791796833, 486.2545236773, 1.2257393907
1561.8351855919, 486.1319569722, 1.2255926307
1561.5931594279, 486.0094048238, 1.2254488557
1561.350704156, 485.8868672325, 1.2253045297
1561.1067778945, 485.7643441983, 1.2251577799
1560.8631395677, 485.6418357215, 1.2250116735
1560.6200352597, 485.5193418022, 1.2248661633
1560.378081954, 485.3968624408, 1.2247223868
1560.1326363171, 485.2743976371, 1.2245737222
1559.8904662038, 485.1519473916, 1.2244293155
1559.6483953814, 485.0295117045, 1.2242856354
1559.4034791189, 484.9070905757, 1.2241371817
1559.162093137, 484.7846840056, 1.2239939787
1558.9186764157, 484.6622919943, 1.2238479412
1558.6748119303, 484.5399145421, 1.223701333
1558.4320980577, 484.4175516491, 1.2235564581
1558.1884769207, 484.2952033155, 1.223410147
1557.946018032, 484.1728695415, 1.2232652172
1557.7018092687, 484.0505503273, 1.223118086
1557.4608299792, 483.9282456731, 1.2229755514
1557.2159527662, 483.8059555788, 1.2228272357
1556.9754665041, 483.6836800452, 1.2226852589
1556.7305984754, 483.5614190717, 1.2225369354
1556.4870990799, 483.439172659, 1.2223906327
1556.245531828, 483.3169408073, 1.222246938
1556.0014481474, 483.1947235166, 1.2220998181
1555.7590242339, 483.0725207872, 1.2219550223
1555.5151927047, 482.9503326192, 1.2218078455
1555.2723643814, 482.8281590128, 1.2216625036
1555.0301884961, 482.7059999682, 1.2215179894
1554.7869173583, 482.5838554855, 1.2213720848
1554.5443423779, 482.4617255651, 1.2212266675
1554.3015676255, 482.3396102071, 1.2210813236
1554.0577039863, 482.2175094116, 1.220934271
1553.8160573375, 482.0954231787, 1.2207903141
1553.5728990917, 481.9733515089, 1.2206444258
1553.3286170245, 481.8512944021, 1.2204968153
1553.0873681672, 481.7292518586, 1.2203531887
1552.8438459543, 481.6072238785, 1.2202067763
1552.6016161759, 481.4852104622, 1.220061664
1552.3581418396, 481.3632116096, 1.2199152606
1552.116700507, 481.2412273212, 1.2197716779
1551.8725751755, 481.1192575968, 1.2196241089
1551.6304377678, 480.9973024369, 1.2194790118
1551.3877869901, 480.8753618415, 1.2193338323
1551.1441243634, 480.753435811, 1.2191867921
1550.9024245089, 480.6315243453, 1.2190427306
1550.6589898729, 480.5096274448, 1.2188959712
1550.4170907457, 480.3877451097, 1.2187512992
1550.1737808458, 480.26587734, 1.2186049082
1549.9312321162, 480.144024136, 1.2184597359
1549.6879065396, 480.0221854979, 1.2183130094
1549.4460422145, 479.9003614258, 1.2181683158
1549.2021333257, 479.7785519201, 1.2180207721
1548.9598735414, 479.6567569806, 1.2178759042
1548.7180972486, 479.5349766079, 1.2177312414
1548.4749716313, 479.4132108019, 1.2175848995
1548.2323325411, 479.2914595629, 1.2174394905
1547.9901160042, 479.1697228911, 1.2172942474
1547.7475493546, 479.0480007866, 1.2171485111
1547.5056185828, 478.9262932497, 1.2170035857
1547.2612345188, 478.8046002805, 1.2168556014
1547.0195814258, 478.6829218792, 1.2167109483
1546.7768367974, 478.5612580461, 1.2165649452
1546.5338752632, 478.4396087812, 1.2164186352
1546.2923687047, 478.3179740847, 1.216274713
1546.051007979, 478.1963539569, 1.2161303676
1545.8060487162, 478.074748398, 1.2159812154
1545.5659833442, 477.953157408, 1.215838987
1545.3219858258, 477.8315809872, 1.2156913266
1545.0808168407, 477.7100191359, 1.2155473775
1544.837056035, 477.5884718541, 1.2153996453
1544.5952960317, 477.466939142, 1.2152552322
1544.3526951498, 477.3454209999, 1.2151088605
1544.1104501027, 477.223917428, 1.2149635392
1543.8672747865, 477.1024284263, 1.2148167212
1543.6259763555, 476.9809539952, 1.2146725148
1543.3835821784, 476.8594941348, 1.2145269158
1543.1411893767, 476.7380488452, 1.2143812982
1542.8976518965, 476.6166181266, 1.2142336362
1542.6560401335, 476.4952019793, 1.2140892375
1542.4129442601, 476.3738004035, 1.2139421026
1542.1711347182, 476.2524133992, 1.2137970956
1541.9286088631, 476.1310409667, 1.2136512372
1541.6856842289, 476.0096831063, 1.2135044965
1541.444066662, 475.8883398179, 1.2133597366
1541.2019000843, 475.7670111019, 1.2132141913
1540.9602002652, 475.6456969584, 1.2130695579
1540.7177622526, 475.5243973877, 1.2129233507
1540.474701929, 475.4031123899, 1.2127763669
1540.2334722346, 475.2818419651, 1.212631909
1539.9909816228, 475.1605861136, 1.2124862008
1539.7482067224, 475.0393448356, 1.2123394761
1539.5075084261, 474.9181181313, 1.2121959568
1539.2638946274, 474.7969060007, 1.2120481483
1539.0224018016, 474.6757084442, 1.2119035669
1538.780187543, 474.5545254618, 1.21175743
1538.538439993, 474.4333570539, 1.2116122049
1538.294412763, 474.3122032205, 1.2114638224
1538.053872951, 474.1910639618, 1.2113203458
1537.8111340727, 474.0699392781, 1.2111737718
1537.5687685285, 473.9488291696, 1.2110273751
1537.3273600904, 473.8277336363, 1.2108827859
1537.0846911131, 473.7066526785, 1.2107362234
1536.8435194962, 473.5855862964, 1.2105915638
1536.6004657091, 473.4645344901, 1.2104444747
1536.3591513187, 473.3434972599, 1.2102999016
1536.1167192502, 473.2224746059, 1.2101536124
1535.8750886177, 473.1014665284, 1.2100081993
1535.6318023545, 472.9804730274, 1.2098608093
1535.3922131917, 472.8594941034, 1.2097185677
1535.1485304328, 472.738529756, 1.2095702781
1534.9071367245, 472.6175799859, 1.2094251385
1534.6646840575, 472.4966447932, 1.2092786202
1534.42237554, 472.3757241781, 1.2091323405
