#energy density (MeV/fm^3),  pressure (MeV/fm^3),  baryon density (fm^-3) 
1285.9943152891, 352.9571356329, 1.0545299036
1285.7677510935, 352.8516898727, 1.0543852502
1285.5393578332, 352.7462587648, 1.0542376695
1285.3121777445, 352.6408423088, 1.0540916347
1285.0850366873, 352.535440504, 1.0539461688
1284.8566172012, 352.4300533499, 1.0537984799
1284.6289424511, 352.324680846, 1.0536516727
1284.4012223603, 352.2193229916, 1.0535050923
1284.1743140772, 352.1139797864, 1.0533597387
1283.9473483864, 352.0086512297, 1.0532140229
1283.7191441173, 351.9033373209, 1.0530664016
1283.4915499606, 351.7980380595, 1.0529198216
1283.2640734398, 351.6927534449, 1.0527733378
1283.0367826006, 351.5874834765, 1.052627072
1282.8092789856, 351.4822281537, 1.0524805054
1282.5812652872, 351.3769874759, 1.0523332266
1282.3541221934, 351.2717614426, 1.0521870104
1282.1273362599, 351.1665500531, 1.0520415431
1281.899964718, 351.0613533068, 1.0518949831
1281.672284352, 350.9561712031, 1.0517479721
1281.4456453412, 350.8510037413, 1.0516025539
1281.2177396975, 350.7458509208, 1.0514549246
1280.9902172458, 350.640712741, 1.0513082724
1280.76353766, 350.5355892011, 1.0511627306
1280.5359917615, 350.4304803007, 1.051015722
1280.3094806457, 350.3253860389, 1.0508702781
1280.0826951901, 350.2203064152, 1.0507244177
1279.8551150153, 350.1152414287, 1.0505772916
1279.6281370086, 350.0101910789, 1.0504311234
1279.4007556648, 349.905155365, 1.0502844032
1279.173927086, 349.8001342864, 1.0501381115
1278.9470569624, 349.6951278423, 1.0499919734
1278.7187070175, 349.5901360321, 1.0498436022
1278.4924431341, 349.4851588548, 1.049698196
1278.2664538153, 349.3801963099, 1.0495533534
1278.0386413651, 349.2752483965, 1.0494055629
1277.8120666683, 349.170315114, 1.0492598991
1277.5855629992, 349.0653964616, 1.0491140062
1277.3583853095, 348.9604924384, 1.0489672252
1277.1313321091, 348.8556030437, 1.0488205472
1276.9055513029, 348.7507282768, 1.0486757313
1276.6784868241, 348.6458681367, 1.0485289859
1276.4521285065, 348.5410226228, 1.0483833562
1276.2251679894, 348.4361917341, 1.048236639
1275.9975802515, 348.3313754698, 1.0480888085
1275.7725895601, 348.2265738292, 1.047945108
1275.5447204209, 348.1217868112, 1.0477970751
1275.3191221011, 348.0170144152, 1.047652254
1275.091672079, 347.9122566401, 1.0475047055
1274.8651727365, 347.8075134851, 1.0473586041
1274.6396853866, 347.7027849495, 1.0472137896
1274.4123221512, 347.598071032, 1.0470662449
1274.1865241936, 347.4933717321, 1.0469209222
1273.9592640076, 347.3886870485, 1.0467734298
1273.7329339241, 347.2840169805, 1.0466273382
1273.5068976187, 347.179361527, 1.0464816275
1273.2812240775, 347.0747206872, 1.0463365942
1273.0547319788, 346.9700944599, 1.0461901958
1272.8285294672, 346.8654828442, 1.0460440985
1272.6020005721, 346.7608858391, 1.0458976022
1272.3764811682, 346.6563034438, 1.0457525906
1272.1491405042, 346.5517356568, 1.0456043559
1271.9240355647, 346.4471824774, 1.0454600734
1271.6967949905, 346.3426439045, 1.0453121594
1271.4719545566, 346.2381199369, 1.0451681466
1271.2452985514, 346.1336105735, 1.0450209162
1271.0193283619, 346.0291158134, 1.0448750776
1270.7927469643, 345.9246356553, 1.0447281416
1270.5678864831, 345.8201700981, 1.0445836393
1270.3420349807, 345.7157191406, 1.0444378352
1270.1162432374, 345.6112827817, 1.0442920419
1269.8900579419, 345.5068610202, 1.0441454035
1269.6642482313, 345.4024538548, 1.0439995304
1269.4385667325, 345.2980612844, 1.0438537369
1269.2123151668, 345.1936833077, 1.043706887
1268.9865839692, 345.0893199235, 1.0435609819
1268.7604201412, 344.9849711305, 1.0434141635
1268.5354887067, 344.8806369272, 1.0432694384
1268.3098789859, 344.7763173125, 1.0431235439
1268.0840348158, 344.672012285, 1.0429772701
1267.8598096243, 344.5677218434, 1.042833323
1267.6325568268, 344.4634459861, 1.0426848783
1267.4079418866, 344.3591847119, 1.0425403572
1267.1820023501, 344.2549380194, 1.0423934865
1266.9569320478, 344.1507059069, 1.0422482717
1266.7328738729, 344.0464883733, 1.042104593
1266.5070538105, 343.9422854166, 1.0419580264
1266.2808523041, 343.8380970356, 1.0418109017
1266.0563228742, 343.7339232287, 1.041666183
1265.8307793371, 343.6297639943, 1.0415198368
1265.6056472743, 343.5256193308, 1.0413739952
1265.3803732451, 343.4214892365, 1.0412283902
1265.1554684478, 343.3173737098, 1.0410827483
1264.9307585852, 343.213272749, 1.0409375528
1264.7051938248, 343.1091863523, 1.040790923
1264.4805555855, 343.0051145179, 1.0406459852
1264.2560402237, 342.9010572441, 1.0405008459
1264.0307546085, 342.7970145289, 1.0403547341
1263.8056451725, 342.6929863707, 1.0402084537
1263.5821241059, 342.5889727674, 1.0400650597
1263.3571470552, 342.484973717, 1.0399191235
1263.1321317395, 342.3809892176, 1.0397730878
1262.9071308178, 342.2770192671, 1.0396270586
1262.6824711933, 342.1730638635, 1.039481356
1262.458573217, 342.0691230046, 1.0393369194
1262.2333563522, 341.9651966883, 1.0391904071
1262.0098117979, 341.8612849123, 1.0390462747
1261.7844830848, 341.7573876743, 1.0388994993
1261.5609683613, 341.653504972, 1.0387553273
1261.3363687396, 341.549636803, 1.0386096485
1261.1119779833, 341.4457831648, 1.0384641777
1260.888121247, 341.341944055, 1.0383193347
1260.6641936374, 341.2381194709, 1.0381743798
1260.4403398192, 341.1343094099, 1.0380294435
1260.2161593768, 341.0305138692, 1.0378839966
1259.9918634794, 340.9267328461, 1.0377383372
1259.7677083254, 340.8229663376, 1.0375925449
1259.5447139861, 340.7192143408, 1.0374490058
1259.3214361684, 340.6154768526, 1.0373047307
1259.0972660097, 340.5117538695, 1.0371587032
1258.8734720347, 340.4080453887, 1.0370136249
1258.6500013503, 340.3043514065, 1.0368689247
1258.4256998198, 340.2006719195, 1.036722483
1258.2030610617, 340.097006924, 1.0365786805
1257.9794214772, 339.993356416, 1.0364335221
1257.7553110134, 339.8897203918, 1.036287373
1257.5324741279, 339.786098847, 1.0361430763
1257.3101891889, 339.6824917774, 1.0359997146
1257.0872282515, 339.5788991784, 1.0358550949
1256.8634896369, 339.4753210451, 1.0357090534
1256.6414290809, 339.3717573725, 1.0355657088
1256.4190150049, 339.2682081552, 1.0354217626
1256.1953446921, 339.1646733872, 1.0352755632
1255.9731074351, 339.0611530627, 1.0351316205
1255.7520346984, 338.957647175, 1.0349894019
1255.5287433184, 338.8541557163, 1.034843597
1255.3073180091, 338.7506786791, 1.03470038
1255.0849300123, 338.647216054, 1.034555446
1254.8634235021, 338.5437678308, 1.0344120591
1254.6418147348, 338.4403339967, 1.034267752
1254.4209574748, 338.3369145355, 1.0341246877
1254.2012007704, 338.2335094189, 1.0339825545
1253.9804254343, 338.1301186221, 1.0338387466
1253.7602720013, 338.0267421447, 1.0336963574
1253.5375735514, 337.9233799864, 1.0335505204
1253.3164711747, 337.8200321507, 1.033406973
1253.0953796589, 337.7166986367, 1.0332626432
1252.8756205853, 337.6133794444, 1.0331206565
1252.6542480534, 337.5100745745, 1.0329759141
1252.4341524739, 337.4067840272, 1.0328334275
1252.2138969453, 337.303507803, 1.0326904265
1251.9938760067, 337.2002459023, 1.0325479743
1251.772698153, 337.0969983256, 1.0324034297
1251.5525061121, 336.9937650732, 1.0322609976
1251.3325903503, 336.8905461457, 1.0321183247
1251.1112263118, 336.7873415434, 1.0319734929
1250.8913768356, 336.6841512667, 1.0318311187
1250.6708478983, 336.580975316, 1.0316878739
1250.4503946267, 336.477813692, 1.0315444187
1250.2304894343, 336.3746663948, 1.0314019434
1250.0093336355, 336.271533425, 1.0312574981
1249.7894628707, 336.1684147829, 1.0311150439
1249.569187, 336.0653104691, 1.0309722295
1249.3487618964, 335.9622204839, 1.0308284521
1249.1273060024, 335.8591448278, 1.0306835029
1248.9081250564, 335.7560835011, 1.0305421162
1248.6879149007, 335.6530365044, 1.0303990428
1248.4670432297, 335.550003838, 1.0302548246
1248.2464965899, 335.4469855024, 1.030111251
1248.0267033019, 335.3439814981, 1.0299687353
1247.8060482354, 335.2409918253, 1.0298249509
1247.5863228273, 335.1380164846, 1.0296824635
1247.365073549, 335.0350554764, 1.0295375878
1247.1451091088, 334.9321088011, 1.029394703
1246.9250127985, 334.8291764592, 1.0292518755
1246.7049331793, 334.726258451, 1.0291087737
1246.4850198201, 334.6233547771, 1.0289658799
1246.2632387039, 334.5204654379, 1.0288202272
1246.0439403206, 334.4175904336, 1.0286783659
1245.8233232625, 334.3147297648, 1.0285344812
1245.6036342629, 334.211883432, 1.0283920093
1245.3835643013, 334.1090514356, 1.0282488177
1245.1632720008, 334.0062337759, 1.0281052657
1244.9421785165, 333.9034304535, 1.0279606374
1244.7224106221, 333.8006414688, 1.0278177774
1244.5027908698, 333.6978668221, 1.0276755655
1244.2823881526, 333.5951065139, 1.0275317603
1244.0615753378, 333.4923605448, 1.0273871515
1243.841367156, 333.3896289149, 1.0272438546
1243.6223079728, 333.2869116249, 1.0271023303
1243.4015441539, 333.1842086751, 1.0269579809
1243.1813891793, 333.0815200661, 1.0268144064
1242.9606549727, 332.9788457982, 1.0266700468
1242.7412413245, 332.8761858717, 1.0265279072
1242.5209002264, 332.7735402873, 1.026384045
1242.3014236179, 332.6709090453, 1.0262418233
1242.0808908191, 332.5682921461, 1.0260975904
1241.8604470871, 332.4656895903, 1.0259537738
1241.6404454527, 332.3631013781, 1.0258102391
1241.4204878496, 332.2605275101, 1.0256669993
1241.1999485241, 332.1579679867, 1.0255229913
1240.9800271957, 332.0554228084, 1.0253797474
1240.7608411431, 331.9528919755, 1.0252377579
1240.5404070386, 331.8503754884, 1.0250937739
1240.3206113021, 331.7478733478, 1.024950622
1240.0997507069, 331.6453855538, 1.024805798
1239.8793067931, 331.5429121071, 1.0246617651
1239.6597451299, 331.440453008, 1.0245188491
1239.4393191612, 331.338008257, 1.0243750843
1239.2197937567, 331.2355778545, 1.0242321641
1238.9994902244, 331.133161801, 1.024088218
1238.7800301245, 331.0307600968, 1.023945593
1238.5591398849, 330.9283727426, 1.0238005631
1238.3396618949, 330.8259997384, 1.0236579004
1238.1201919316, 330.7236410851, 1.0235152263
1237.9005604346, 330.6212967829, 1.0233723078
1237.6793609019, 330.5189668322, 1.0232267839
1237.4593929408, 330.4166512335, 1.0230833642
1237.2406189773, 330.3143499874, 1.0229415189
1237.0201026061, 330.2120630941, 1.0227970539
1236.8002219382, 330.1097905541, 1.0226536878
1236.5800919508, 330.0075323679, 1.0225097142
1236.3598815277, 329.9052885359, 1.0223658529
1236.1410406208, 329.8030590586, 1.022224047
1235.9205870562, 329.7008439363, 1.0220795919
1235.7002472864, 329.5986431697, 1.0219352092
1235.481220239, 329.4964567589, 1.0217931149
1235.260855937, 329.3942847046, 1.0216486885
1235.0416820963, 329.2921270071, 1.0215063444
1234.8207601833, 329.1899836669, 1.0213611331
1234.6011599215, 329.0878546844, 1.0212178724
1234.3816356117, 328.9857400602, 1.0210747234
1234.1619717662, 328.8836397945, 1.0209316219
1233.9417458596, 328.7815538879, 1.0207872395
1233.7218071796, 328.6794823408, 1.0206434348
1233.5015940733, 328.5774251536, 1.020499288
1233.2820035798, 328.4753823268, 1.0203559365
1233.0620618651, 328.3733538609, 1.0202120889
1232.8431586739, 328.2713397562, 1.0200701092
1232.6226530275, 328.1693400132, 1.0199252218
1232.4027556078, 328.0673546324, 1.0197813584
1232.1839395628, 327.9653836143, 1.0196394318
1231.9629900326, 327.8634269591, 1.0194938316
1231.7448451369, 327.7614846675, 1.0193527801
1231.5237784235, 327.6595567396, 1.0192069869
1231.3045365622, 327.5576431763, 1.0190641543
1231.0848155413, 327.4557439777, 1.0189203726
1230.8650971603, 327.3538591444, 1.0187768619
1230.6453572916, 327.2519886769, 1.0186332829
1230.4254502859, 327.1501325754, 1.0184892128
1230.2058301539, 327.0482908406, 1.0183457193
1229.9850475032, 326.946463473, 1.0182001521
1229.7665776966, 326.8446504726, 1.0180587003
1229.5466818205, 326.7428518403, 1.0179145039
1229.3270801147, 326.6410675763, 1.0177709681
1229.1074422859, 326.5392976812, 1.0176271291
1228.8880334264, 326.4375421554, 1.0174840198
1228.6678761811, 326.3358009993, 1.0173394334
1228.4484113993, 326.2340742133, 1.017196248
1228.2285273504, 326.132361798, 1.017051936
1228.0096791064, 326.0306637538, 1.0169095148
1227.7890749213, 325.928980081, 1.0167642395
1227.57026285, 325.8273107803, 1.0166218137
1227.3505537995, 325.7256558519, 1.0164778901
1227.130549588, 325.6240152964, 1.0163333419
1226.9108735213, 325.5223891142, 1.0161896778
1226.6915274642, 325.4207773058, 1.0160462024
1226.4718822186, 325.3191798715, 1.0159022883
1226.2516126783, 325.217596812, 1.0157575358
1226.0335751766, 325.1160281276, 1.0156162245
1225.8138749482, 325.0144738186, 1.0154722093
1225.5935634874, 324.9129338857, 1.0153272971
1225.3739828834, 324.8114083293, 1.0151833673
1225.1544222967, 324.7098971497, 1.0150396772
1224.9348779022, 324.6084003475, 1.0148957427
1224.715382971, 324.5069179232, 1.0147521046
1224.4956918113, 324.4054498771, 1.0146079198
1224.2762263599, 324.3039962096, 1.0144642708
1224.0573741293, 324.2025569214, 1.0143214286
1223.8379448396, 324.1011320128, 1.014177775
1223.617937648, 323.9997214842, 1.0140330883
1223.398634578, 323.8983253361, 1.0138895259
1223.1792023391, 323.7969435691, 1.0137458289
1222.9593294533, 323.6955761834, 1.0136012221
1222.7395674698, 323.5942231797, 1.0134570289
1222.5213927567, 323.4928845582, 1.0133151984
1222.3016053438, 323.3915603195, 1.0131708826
1222.0822963603, 323.2902504641, 1.0130272335
1221.8625106332, 323.1889549923, 1.0128826119
1221.6434866508, 323.0876739047, 1.0127395368
1221.423127693, 322.9864072017, 1.0125941341
1221.2042298314, 322.8851548837, 1.0124511499
1220.9861715417, 322.7839169514, 1.0123092935
1220.7653146463, 322.6826934048, 1.0121631431
1220.5464071113, 322.5814842447, 1.0120201095
1220.3269396274, 322.4802894715, 1.0118760138
1220.1078852576, 322.3791090856, 1.0117327294
1219.8878687917, 322.2779430875, 1.0115876156
1219.6682987092, 322.1767914777, 1.0114433205
1219.4500613825, 322.0756542565, 1.0113013095
1219.2301615224, 321.9745314244, 1.0111565178
1219.0108319922, 321.873422982, 1.0110124644
1218.7912699891, 321.7723289297, 1.0108683825
1218.5719161599, 321.6712492678, 1.0107242851
1218.3526717804, 321.570183997, 1.0105805215
1218.1346035108, 321.4691331177, 1.0104385841
1217.9141686289, 321.36809663, 1.0102927012
1217.6944214732, 321.2670745349, 1.0101479462
1217.4757652724, 321.1660668325, 1.010005165
1217.256583535, 321.0650735234, 1.0098614095
1217.0374702807, 320.964094608, 1.0097176816
1216.8177730246, 320.8631300868, 1.0095729158
1216.5986421652, 320.7621799603, 1.0094291499
1216.3791914435, 320.6612442288, 1.0092849186
1216.1600900407, 320.5603228929, 1.0091411416
1215.9404651507, 320.4594159531, 1.0089963662
1215.7225590093, 320.3585234097, 1.0088546525
1215.5026337644, 320.2576452632, 1.0087094368
1215.2825382378, 320.1567815142, 1.0085642063
1215.0643257309, 320.055932163, 1.0084217596
1214.8453036623, 319.9550972101, 1.0082779607
1214.6260608384, 319.8542766561, 1.0081340651
1214.406588592, 319.7534705012, 1.007989326
1214.1873751968, 319.6526787461, 1.0078454193
1213.9691359337, 319.5519013912, 1.007702781
1213.7492883112, 319.4511384368, 1.0075575005
1213.530125733, 319.3503898836, 1.007413583
1213.3107140543, 319.2496557319, 1.0072690884
1213.0921207277, 319.1489359823, 1.0071259089
1212.8724623574, 319.0482306351, 1.0069810067
1212.6539051368, 318.9475396908, 1.0068378222
1212.4342225501, 318.84686315, 1.0066928759
1212.2155118144, 318.746201013, 1.0065494342
1211.9959636975, 318.6455532804, 1.00640456
1211.7775351135, 318.5449199526, 1.0062617141
1211.5579248124, 318.44430103, 1.0061167577
1211.3389497584, 318.3436965131, 1.0059728702
1211.1195965234, 318.2431064025, 1.0058281929
1210.9012334075, 318.1425306985, 1.0056853304
1210.6817603297, 318.0419694016, 1.0055406939
1210.4633906303, 317.9414225123, 1.0053975395
1210.2433109061, 317.8408900311, 1.0052518227
1210.0251095944, 317.7403719583, 1.0051090453
1209.805869325, 317.6398682946, 1.0049646435
1209.5870613642, 317.5393790403, 1.0048207859
1209.3679468522, 317.4389041959, 1.0046764744
1209.1485365336, 317.3384437619, 1.0045317778
1208.9303125533, 317.2379977388, 1.0043886529
1208.7112444227, 317.1375661269, 1.0042445901
1208.4919588921, 317.0371489269, 1.0040999833
1208.2728710271, 316.9367461391, 1.0039556169
1208.0543801531, 316.836357764, 1.0038122807
1207.8358172997, 316.7359838021, 1.0036687941
1207.6161980148, 316.6356242538, 1.0035233812
1207.3966268908, 316.5352791198, 1.0033782599
1207.1780545672, 316.4349484002, 1.0032347234
1206.9597401188, 316.3346320957, 1.0030914664
1206.7402041667, 316.2343302068, 1.0029463394
1206.5213167353, 316.1340427338, 1.0028022995
1206.3029994775, 316.0337696774, 1.0026589986
1206.0836039162, 315.9335110378, 1.0025139561
1205.8653160641, 315.8332668157, 1.0023706439
1205.6454011413, 315.7330370115, 1.0022248514
1205.4265849261, 315.6328216256, 1.0020808004
1205.2083275421, 315.5326206585, 1.0019377409
1204.9890122456, 315.4324341107, 1.0017926761
1204.770918319, 315.3322619827, 1.0016497446
1204.5517685209, 315.2321042749, 1.0015048879
1204.3325731974, 315.1319609878, 1.001360171
1204.114469788, 315.0318321219, 1.0012171894
1203.8957698225, 314.9317176777, 1.0010731106
1203.6761727627, 314.8316176555, 1.0009275611
1203.4576248096, 314.731532056, 1.0007838623
1203.2392324148, 314.6314608795, 1.0006401192
1203.0200851221, 314.5314041266, 1.0004953473
1202.8006245682, 314.4313617977, 1.0003501151
1202.5822929005, 314.3313338932, 1.0002065552
1202.3635066554, 314.2313204138, 1.0000621517
1202.1452975426, 314.1313213597, 0.9999189149
1201.926487194, 314.0313367316, 0.9997744672
1201.7076021307, 313.9313665299, 0.9996299185
1201.4891516841, 313.831410755, 0.9994862782
1201.2698804573, 313.7314694074, 0.9993410177
1201.0510857767, 313.6315424877, 0.9991967595
1200.8329043992, 313.5316299962, 0.9990530282
1200.6136641348, 313.4317319335, 0.9989081197
1200.3950029254, 313.3318483001, 0.9987639392
1200.1769477564, 313.2319790963, 0.9986205605
1199.9579783186, 313.1321243227, 0.9984758246
1199.7393143842, 313.0322839798, 0.9983316001
1199.5207029951, 312.9324580681, 0.9981874078
1199.3018736844, 312.8326465879, 0.9980427558
1199.083096922, 312.7328495399, 0.9978981359
1198.8641542414, 312.6330669244, 0.9977533446
1198.6459132927, 312.533298742, 0.9976097715
1198.4271338497, 312.4335449931, 0.9974651077
1198.2078203575, 312.3338056783, 0.9973196988
1197.9906363373, 312.2340807978, 0.9971775221
1197.7713915682, 312.1343703524, 0.9970324023
1197.55267758, 312.0346743424, 0.9968877215
1197.3341404601, 311.9349927683, 0.996743543
1197.115678077, 311.8353256306, 0.9965993975
1196.8976632765, 311.7356729299, 0.9964558333
1196.6786281146, 311.6360346664, 0.9963109041
1196.4597787452, 311.5364108408, 0.9961660461
1196.2413595389, 311.4368014535, 0.9960218825
1196.023013117, 311.337206505, 0.9958777762
1195.8041544583, 311.2376259958, 0.9957328681
1195.5850425131, 311.1380599264, 0.995587538
1195.3673124885, 311.0385082972, 0.9954444589
1195.1481921084, 310.9389711088, 0.9952990791
1194.9304914154, 310.8394483615, 0.9951559883
1194.7113915263, 310.739940056, 0.9950106081
1194.4932139571, 310.6404461926, 0.9948668343
1194.2738528925, 310.5409667719, 0.9947209258
1194.056306742, 310.4415017942, 0.9945779124
1193.8378000686, 310.3420512602, 0.9944335155
1193.6193972761, 310.2426151704, 0.9942892075
1193.4010624862, 310.1431935251, 0.9941449263
1193.1822406917, 310.0437863248, 0.9940000247
1192.963873052, 309.9443935702, 0.9938557104
1192.7452451148, 309.8450152615, 0.9937108685
1192.5269223747, 309.7456513994, 0.9935665372
1192.3080382897, 309.6463019844, 0.9934212966
1192.0898215862, 309.5469670167, 0.9932772906
1191.8715028724, 309.4476464971, 0.993132921
1191.6534450969, 309.3483404259, 0.9929891171
1191.4346263887, 309.2490488037, 0.992843859
1191.2167313066, 309.1497716309, 0.9927000829
1190.9981288166, 309.050508908, 0.9925555008
1190.7794361951, 308.9512606356, 0.992410208
1190.5615008834, 308.852026814, 0.9922664486
1190.3422456673, 308.7528074438, 0.9921207199
1190.1244594842, 308.6536025254, 0.9919769696
1189.9057290576, 308.5544120595, 0.9918319362
1189.6881240048, 308.4552360463, 0.9916883889
1189.4688808721, 308.3560744865, 0.9915426097
1189.2513787456, 308.2569273805, 0.9913991506
1189.0327523264, 308.1577947288, 0.9912543978
1188.8144404801, 308.0586765319, 0.9911096708
1188.595796785, 307.9595727903, 0.9909648794
1188.3778112743, 307.8604835044, 0.9908206626
1188.1598723833, 307.7614086748, 0.9906767319
1187.9409948079, 307.662348302, 0.9905311585
1187.7223913998, 307.5633023864, 0.9903861685
1187.5049986002, 307.4642709285, 0.9902429334
1187.2862926333, 307.3652539288, 0.9900977347
1187.0684694602, 307.2662513879, 0.9899538422
1186.8499225087, 307.1672633061, 0.9898088456
1186.6318003891, 307.0682896841, 0.9896643805
1186.4137375658, 306.9693305222, 0.9895199601
1186.195188081, 306.870385821, 0.9893749191
1185.9768331663, 306.7714555809, 0.9892300371
1185.7587172317, 306.6725398025, 0.9890857751
1185.5403539239, 306.5736384863, 0.9889408433
1185.3229426568, 306.4747516327, 0.988797442
1185.1037609747, 306.3758792422, 0.9886512534
1184.8859821504, 306.2770213153, 0.9885073147
1184.6673851452, 306.1781778526, 0.9883618605
1184.4494372937, 306.0793488545, 0.9882176683
1184.2312803905, 305.9805343214, 0.9880731035
1184.0132612066, 305.881734254, 0.9879286363
1183.7950870765, 305.7829486527, 0.9877840328
1183.5770972227, 305.684177518, 0.9876395536
1183.3586689025, 305.5854208503, 0.9874944285
1183.141005138, 305.4866786502, 0.9873504588
1182.9220574781, 305.3879509182, 0.9872045811
1182.7047488869, 305.2892376548, 0.987061177
1182.4864235295, 305.1905388603, 0.9869160715
1182.2676562592, 305.0918545355, 0.986770396
1182.0498872683, 304.9931846807, 0.986626277
1181.8312316754, 304.8945292965, 0.9864805736
1181.6138775207, 304.7958883833, 0.9863370584
1181.39579332, 304.6972619417, 0.9861924334
1181.177804187, 304.5986499721, 0.9860478108
1180.9592449709, 304.500052475, 0.9859021211
1180.7406984456, 304.401469451, 0.9857568052
1180.523270493, 304.3029009005, 0.9856129705
1180.3052888631, 304.204346824, 0.9854682671
1180.08650292, 304.1058072221, 0.9853224235
1179.8695226269, 304.0072820951, 0.9851793602
1179.6516046071, 303.9087714437, 0.9850347604
1179.4325638777, 303.8102752684, 0.9848883946
1179.2153504882, 303.7117935695, 0.9847449135
1178.9969571514, 303.6133263477, 0.9845995068
1178.7793855226, 303.5148736034, 0.9844554152
1178.5607511424, 303.4164353371, 0.9843096028
1178.3432975569, 303.3180115493, 0.9841655933
1178.1251747981, 303.2196022406, 0.984020716
1177.9077194586, 303.1212074114, 0.9838766624
1177.6897147274, 303.0228270622, 0.9837318672
1177.4709080088, 302.9244611935, 0.9835855529
1177.2534878355, 302.8261098059, 0.9834414924
1177.0357476524, 302.7277728998, 0.9832972208
1176.8175182576, 302.6294504757, 0.9831518919
1176.6000956126, 302.5311425341, 0.9830077866
1176.381442225, 302.4328490756, 0.9828618048
1176.1637141727, 302.3345701006, 0.982717482
1175.9461939457, 302.2363056097, 0.9825729759
1175.7280600867, 302.1380556033, 0.9824279166
1175.509608415, 302.0398200819, 0.9822821367
1175.292147749, 301.9415990461, 0.9821379064
1175.0745947517, 301.8433924964, 0.9819936588
1174.8562476368, 301.7452004332, 0.9818478453
1174.6378855207, 301.6470228571, 0.9817023292
1174.4206199137, 301.5488597685, 0.9815582949
1174.202644073, 301.450711168, 0.9814132721
1173.9849187049, 301.3525770561, 0.9812685225
1173.7672281479, 301.2544574332, 0.9811240904
1173.5494790826, 301.1563523, 0.980979296
1173.3315501641, 301.0582616568, 0.980834081
1173.112952358, 300.9601855043, 0.9806879979
1172.8959218484, 300.8621238428, 0.9805443145
1172.6779905463, 300.764076673, 0.9803990545
1172.460394344, 300.6660439953, 0.9802545909
1172.2428569512, 300.5680258102, 0.9801101648
1172.0246865317, 300.4700221183, 0.9799643777
1171.8066297924, 300.3720329199, 0.9798191976
1171.5893047264, 300.2740582158, 0.9796749095
1171.3715427988, 300.1760980063, 0.9795299498
1171.1534278312, 300.0781522919, 0.9793845136
1170.936190861, 299.9802210733, 0.9792402506
1170.7179664778, 299.8823043508, 0.9790945984
1170.4999329829, 299.784402125, 0.9789491812
1170.282777124, 299.6865143964, 0.9788051927
1170.0650451044, 299.5886411656, 0.9786600021
1169.8468329755, 299.4907824329, 0.9785142986
1169.6293974846, 299.392938199, 0.9783698647
1169.4117093914, 299.2951084644, 0.9782246553
1169.1936667832, 299.1972932294, 0.97807932
1168.9765407903, 299.0994924948, 0.9779351005
1168.7591550645, 299.0017062609, 0.9777906529
1168.5401810592, 298.9039345284, 0.9776434887
1168.3231969221, 298.8061772975, 0.977499529
1168.1051273535, 298.7084345691, 0.977353901
1167.8881542661, 298.6107063434, 0.9772097557
1167.6694306946, 298.5129926212, 0.9770632531
1167.4533619023, 298.4152934027, 0.9769206437
1167.2347935547, 298.3176086885, 0.9767742601
1167.0176027045, 298.2199384793, 0.9766295875
1166.7995963135, 298.1222827754, 0.9764841933
1166.581898301, 298.0246415775, 0.9763388797
1166.3650248757, 297.927014886, 0.9761949624
1166.1476108883, 297.8294027014, 0.9760502909
1165.9288896871, 297.7318050242, 0.975903429
1165.7122495637, 297.6342218551, 0.975759746
1165.4940836475, 297.5366531943, 0.9756138672
1165.2765015112, 297.4390990426, 0.9754688191
1165.0594751608, 297.3415594004, 0.9753244236
1164.8419222365, 297.2440342682, 0.9751793628
1164.6238280065, 297.1465236465, 0.9750334705
1164.4065173297, 297.0490275359, 0.9748885989
1164.1890075179, 296.9515459369, 0.974743442
1163.9712076568, 296.85407885, 0.9745981013
1163.7539830093, 296.7566262756, 0.9744532784
1163.5365912537, 296.6591882144, 0.9743084315
1163.318847292, 296.5617646668, 0.9741628538
1163.1016148513, 296.4643556334, 0.9740182094
1162.8844853173, 296.3669611147, 0.9738736524
1162.6659605784, 296.2695811111, 0.9737268116
1162.4488668605, 296.1722156233, 0.9735822478
1162.2317350094, 296.0748646517, 0.9734376454
1162.013832694, 295.9775281968, 0.9732918128
1161.7967741418, 295.8802062592, 0.9731472413
1161.578854935, 295.7828988394, 0.9730013698
1161.3619082405, 295.685605938, 0.9728571025
1161.144243239, 295.5883275553, 0.9727115332
1160.9264119601, 295.491063692, 0.9725656861
1160.7095136817, 295.3938143486, 0.9724214292
1160.4916474049, 295.2965795255, 0.9722753709
1160.2747275516, 295.1993592234, 0.9721310451
1160.0567142781, 295.1021534428, 0.9719847325
1159.8395000433, 295.004962184, 0.9718399663
1159.6225663513, 294.9077854478, 0.9716954287
1159.4049158811, 294.8106232345, 0.9715498946
1159.1871737142, 294.7134755448, 0.9714040882
1158.9692756889, 294.6163423792, 0.9712578112
1158.7532743816, 294.5192237381, 0.9711147937
1158.5356181481, 294.422119622, 0.9709690355
1158.3176663978, 294.3250300316, 0.9708229856
1158.100411666, 294.2279549674, 0.9706777155
1157.8832567452, 294.1308944298, 0.9705329327
1157.6659851721, 294.0338484194, 0.9703876236
1157.4487647293, 293.9368169367, 0.9702426738
1157.2308676433, 293.8397999823, 0.9700963435
1157.0142380639, 293.7427975566, 0.9699521353
1156.7958591528, 293.6458096603, 0.9698050871
1156.578928562, 293.5488362937, 0.9696604322
